Format=7,6257,,,Waist,,,,,,,,,,,6260,,,Right Wrist,,,,,,,,,,,6271,,,Left Wrist,,,,,,,,,,,6280,,,Right Foot,,,,,,,,,,,6283,,,Left Foot,,,,,,,,,,
Time,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,
,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z
1557500850160928,-9.116234,1.475748,2.785984,-0.753489,0.281624,0.206867,41.730219,7.125004,-31.534495,4635495878839238700.000000,-0.172189,-0.564863,-0.093699,0.801562,-10.298648,1.802976,1.594769,0.645221,-0.893036,0.724562,48.283998,11.452221,21.329999,4635492442865401900.000000,0.699295,0.092413,0.695331,-0.137697,-10.489339,-3.266521,3.130748,-1.231835,0.086778,0.255926,47.120575,-21.050627,-4.003832,4635492872362131500.000000,0.600063,-0.400350,0.533739,0.441325,-8.938260,2.976166,-0.701644,-1.251557,-0.159565,-1.164002,45.372666,-0.947483,10.579500,4635492120742854700.000000,-0.617181,-0.536311,-0.504766,0.276894,-9.632046,-0.042014,-1.381998,-0.717069,0.135902,-0.177088,49.626597,-13.491607,-2.867796,4635494053478137900.000000,0.282127,-0.707314,0.322713,0.562110
1557500850169261,-9.089119,1.467587,2.792861,-0.794449,0.296939,0.203780,41.880839,7.209050,-31.428796,4635495878839238700.000000,-0.174397,-0.565333,-0.096336,0.800440,-10.321019,1.933538,1.675139,0.636644,-0.926295,0.744146,48.282323,11.248414,20.991965,4635492329499500500.000000,0.702049,0.095976,0.692075,-0.137651,-10.637524,-3.290548,2.954575,-1.263223,-0.022952,0.150777,47.120575,-21.082186,-4.193512,4635492750131062800.000000,0.597816,-0.402975,0.531495,0.444680,-9.059767,2.867060,-0.587635,-1.276244,-0.175323,-1.192465,45.299607,-0.688848,10.498366,4635492120742854700.000000,-0.618866,-0.530539,-0.508459,0.277493,-9.728211,0.096161,-1.512220,-0.785382,0.120868,-0.184706,49.623093,-13.404682,-2.784242,4635494053478137900.000000,0.280232,-0.708749,0.320273,0.562646
1557500850177594,-9.055128,1.508188,2.658584,-0.821860,0.302658,0.203414,41.966287,7.379948,-31.169681,4635495878839238700.000000,-0.176664,-0.565793,-0.099068,0.799283,-10.334587,2.233302,1.714800,0.586913,-0.952433,0.765833,48.400667,11.010725,20.872621,4635492228117037100.000000,0.704886,0.099440,0.688743,-0.137407,-10.685053,-3.325674,2.818428,-1.305630,-0.123526,0.078448,47.120575,-21.082186,-4.510664,4635492657613766700.000000,0.595838,-0.405668,0.528784,0.448105,-9.062762,3.090134,-0.500873,-1.342707,-0.164117,-1.217259,45.314251,-0.317981,10.479778,4635492120742854700.000000,-0.620614,-0.524527,-0.512288,0.277976,-9.463766,0.592518,-1.743043,-0.866420,0.123869,-0.217529,49.852418,-13.319241,-2.795358,4635494053478137900.000000,0.278166,-0.710320,0.317547,0.563235
1557500850185927,-9.135177,1.666939,2.568762,-0.855084,0.274789,0.217180,42.067880,7.540046,-30.997378,4635495878839238700.000000,-0.179064,-0.566134,-0.101855,0.798156,-10.300336,2.551687,1.721922,0.480191,-0.971302,0.775535,48.598012,10.778797,20.560996,4635492228117037100.000000,0.707803,0.102604,0.685393,-0.136835,-10.620653,-3.369031,2.715518,-1.345773,-0.213112,0.018896,47.030286,-21.130803,-4.816025,4635492657613766700.000000,0.594083,-0.408412,0.525658,0.451607,-9.229443,3.691473,-0.591616,-1.437315,-0.152864,-1.263428,45.460724,0.241261,10.402949,4635492120742854700.000000,-0.622457,-0.518154,-0.516326,0.278335,-9.786620,-0.222577,-1.902565,-0.871560,0.141859,-0.205229,49.842965,-13.245859,-2.976541,4635493947315184600.000000,0.276028,-0.711912,0.314862,0.563783
1557500850194260,-9.155632,1.723939,2.830612,-0.887027,0.239231,0.230352,42.274239,7.614645,-30.910572,4635495902545561600.000000,-0.181596,-0.566330,-0.104689,0.797078,-10.164019,2.744971,1.765665,0.337030,-0.975664,0.772033,48.829953,10.624171,20.074734,4635492228117037100.000000,0.710769,0.105332,0.682095,-0.135864,-10.514365,-3.461428,2.659531,-1.383766,-0.296741,-0.032982,46.920209,-21.264872,-5.126260,4635492657613766700.000000,0.592524,-0.411193,0.522147,0.455190,-8.717623,3.924241,-0.414700,-1.565010,-0.125588,-1.327815,45.567996,0.717164,10.471888,4635492120742854700.000000,-0.624403,-0.511308,-0.520689,0.278509,-9.488595,1.035378,-1.723309,-0.975106,0.110381,-0.175514,49.697991,-13.329520,-2.978606,4635493946103955500.000000,0.273549,-0.713500,0.311981,0.564586
1557500850202593,-9.047124,1.757774,2.976191,-0.903267,0.290589,0.245784,42.248662,7.717587,-30.792733,4635496093587603500.000000,-0.184191,-0.566682,-0.107576,0.795847,-9.980254,2.852117,1.807371,0.185995,-0.958933,0.757853,49.106954,10.461434,19.629558,4635492228117037100.000000,0.713725,0.107579,0.678921,-0.134497,-10.420073,-3.510470,2.662897,-1.433766,-0.376557,-0.065875,46.930308,-21.248251,-5.634755,4635492657613766700.000000,0.591094,-0.414003,0.518268,0.458919,-8.520427,3.718452,-0.323921,-1.718735,-0.085363,-1.384587,45.480488,1.159000,10.428738,4635492120742854700.000000,-0.626478,-0.503946,-0.525417,0.278389,-9.581710,-0.096785,-1.854011,-0.942492,0.115300,-0.181513,49.467014,-13.414973,-2.869979,4635493946103955500.000000,0.271170,-0.715057,0.309160,0.565314
1557500850210926,-8.957544,1.859560,2.647766,-0.935571,0.361966,0.255170,42.059780,7.963053,-30.524095,4635496093587603500.000000,-0.186859,-0.567241,-0.110601,0.794411,-9.804278,2.926026,1.851103,0.032527,-0.922771,0.742573,49.340592,10.100722,19.248101,4635492284761331700.000000,0.716620,0.109345,0.675932,-0.132725,-10.263485,-3.585185,2.701203,-1.484614,-0.458786,-0.080995,46.961880,-21.040939,-6.172305,4635492596524003300.000000,0.589760,-0.416798,0.514042,0.462843,-8.239776,3.184329,-0.441003,-1.910325,-0.039683,-1.495803,45.409653,1.732794,10.247851,4635492120742854700.000000,-0.628672,-0.495847,-0.530673,0.278018,-9.667289,-0.266754,-1.626229,-0.848125,0.113248,-0.136178,49.307511,-13.343526,-2.965286,4635493946103955500.000000,0.268963,-0.716435,0.306690,0.565970
1557500850219259,-8.926406,1.928458,2.514933,-0.948234,0.376830,0.253748,42.262855,8.191168,-30.351846,4635496093587603500.000000,-0.189542,-0.567827,-0.113680,0.792920,-9.608235,3.030118,1.848081,-0.133651,-0.882514,0.732004,49.460171,9.710121,19.003172,4635492335491219500.000000,0.719453,0.110605,0.673145,-0.130497,-9.904845,-3.651697,2.770868,-1.526438,-0.533299,-0.109005,46.822973,-20.803736,-6.629241,4635492550239584300.000000,0.588541,-0.419593,0.509481,0.466895,-7.846454,1.659597,-0.367558,-2.082088,0.036795,-1.555726,45.472744,2.265225,10.187496,4635492120742854700.000000,-0.630917,-0.487201,-0.536395,0.277236,-9.583786,0.129689,-1.659789,-0.826978,0.095272,-0.127207,49.221223,-13.342691,-3.050877,4635493946103955500.000000,0.266816,-0.717725,0.304273,0.566655
1557500850227592,-8.855746,2.240573,2.320751,-0.998400,0.350962,0.249241,42.754467,8.218061,-30.170083,4635496093587603500.000000,-0.192336,-0.568276,-0.116912,0.791455,-9.383802,3.082164,1.818903,-0.312849,-0.842051,0.725753,49.501019,9.438530,18.839461,4635492335491219500.000000,0.722235,0.111332,0.670566,-0.127765,-9.607675,-3.613615,2.793816,-1.574460,-0.603160,-0.146091,46.669127,-20.800968,-7.073910,4635492550239584300.000000,0.587432,-0.422428,0.504565,0.471055,-9.648583,1.477103,-1.378121,-2.153172,0.090559,-1.459544,45.531554,2.553570,10.387083,4635492175138729000.000000,-0.633228,-0.478588,-0.542084,0.275900,-9.594880,0.073940,-1.539524,-0.846810,0.089785,-0.138725,49.220249,-13.342691,-2.955305,4635493946103955500.000000,0.264641,-0.719030,0.301766,0.567361
1557500850235925,-8.912629,2.359071,2.373253,-1.077955,0.220101,0.244478,42.644964,8.471582,-29.997857,4635496093587603500.000000,-0.195364,-0.568215,-0.120309,0.790247,-9.113617,3.051033,1.793671,-0.498216,-0.789944,0.723100,49.576717,9.162447,18.491532,4635492335491219500.000000,0.724938,0.111518,0.668228,-0.124499,-9.297912,-3.583712,2.804118,-1.626503,-0.668502,-0.178301,46.722543,-20.874660,-7.568907,4635492550239584300.000000,0.586401,-0.425309,0.499302,0.475335,-9.141450,5.359551,-3.540657,-2.348057,0.134557,-1.379754,45.492534,2.665840,10.636940,4635492442865401900.000000,-0.635846,-0.469634,-0.547888,0.273791,-9.486418,0.845519,-1.453665,-0.936788,0.050658,-0.177925,49.135784,-13.342691,-3.147260,4635493946103955500.000000,0.262333,-0.720380,0.298881,0.568246
1557500850244258,-9.019929,2.037810,2.738227,-1.111377,0.179336,0.253727,42.321339,8.764915,-29.814763,4635496093587603500.000000,-0.198517,-0.567984,-0.123758,0.789094,-8.821457,3.002204,1.719609,-0.680726,-0.720780,0.720412,49.729515,8.763049,18.017078,4635492335491219500.000000,0.727513,0.111180,0.666180,-0.120699,-8.917583,-3.519546,2.799081,-1.676098,-0.729532,-0.219144,46.971495,-20.687198,-8.064365,4635492428100485100.000000,0.585457,-0.428250,0.493692,0.479698,-9.361192,5.134047,-1.283025,-2.394248,0.132021,-1.474849,45.348441,2.965615,10.716039,4635492442865401900.000000,-0.638373,-0.460276,-0.553853,0.271797,-9.798888,0.046045,-1.609549,-0.927275,0.052315,-0.209000,49.291667,-13.415093,-3.330512,4635493946103955500.000000,0.260120,-0.721752,0.295923,0.569071
1557500850252591,-9.056076,1.606242,2.962369,-1.087748,0.265606,0.270445,42.649505,8.774318,-29.620889,4635496093587603500.000000,-0.201620,-0.568053,-0.127158,0.787716,-8.666442,2.928148,1.609341,-0.857992,-0.638360,0.717208,49.768361,8.324834,17.823216,4635492335491219500.000000,0.729921,0.110335,0.664454,-0.116377,-8.619126,-3.459960,2.762461,-1.725837,-0.776902,-0.265847,47.101426,-20.364557,-8.632358,4635492335491219500.000000,0.584581,-0.431288,0.487752,0.484102,-10.129285,2.370703,-0.046754,-2.406560,0.192352,-1.552383,45.321805,3.539363,10.751239,4635492442865401900.000000,-0.640611,-0.450711,-0.560064,0.269826,-9.718078,0.398625,-2.094048,-0.934543,0.050228,-0.192464,49.305562,-13.717605,-3.139553,4635493946103955500.000000,0.257844,-0.723094,0.292992,0.569919
1557500850260924,-9.489999,1.328314,2.929777,-1.071962,0.267317,0.300949,43.009497,8.878547,-29.330755,4635496093587603500.000000,-0.204780,-0.568144,-0.130431,0.786298,-8.705907,2.798961,1.493581,-1.026500,-0.551880,0.711244,49.695121,7.922013,17.753030,4635492390962940900.000000,0.732141,0.109001,0.663055,-0.111564,-8.480794,-3.350572,2.718900,-1.773000,-0.807143,-0.302810,47.005921,-20.095778,-9.320956,4635492335491219500.000000,0.583718,-0.434426,0.481543,0.488531,-9.262356,-1.515953,-0.442588,-2.108063,0.404131,-1.734531,45.182922,4.098683,11.036291,4635492442865401900.000000,-0.641506,-0.441694,-0.566772,0.268602,-9.596426,0.788981,-1.870405,-0.914568,0.021695,-0.212328,48.991964,-13.660788,-3.137303,4635493946103955500.000000,0.255706,-0.724360,0.290013,0.570798
1557500850269257,-9.929986,0.991744,2.932461,-1.056550,0.241568,0.324365,42.933437,9.133561,-28.984661,4635496093587603500.000000,-0.207990,-0.568165,-0.133573,0.784912,-8.865821,2.652878,1.415247,-1.179513,-0.471395,0.700492,49.741703,7.525475,17.499735,4635492442865401900.000000,0.734179,0.107204,0.661955,-0.106323,-8.459730,-3.271584,2.670073,-1.805106,-0.838243,-0.352612,46.888879,-19.863850,-9.992569,4635492335491219500.000000,0.582921,-0.437649,0.475070,0.492925,-6.990337,-1.747970,-6.894715,-1.813455,0.917627,-1.589283,44.867920,4.572535,11.402498,4635492442865401900.000000,-0.640733,-0.434327,-0.574186,0.266705,-9.800129,0.154019,-1.360989,-0.761256,0.011862,-0.216784,48.747001,-13.503235,-3.318282,4635493946103955500.000000,0.254048,-0.725434,0.287372,0.571509
1557500850277590,-9.984183,0.836680,2.944800,-1.030892,0.289761,0.319986,42.952221,9.360263,-28.812288,4635496093587603500.000000,-0.211094,-0.568350,-0.136679,0.783413,-9.098962,2.556440,1.372726,-1.317048,-0.398872,0.686020,49.944530,7.134863,17.347124,4635492442865401900.000000,0.736043,0.104976,0.661119,-0.100711,-8.543001,-3.292402,2.635128,-1.814783,-0.861951,-0.388154,46.845074,-19.583366,-10.578693,4635492274454761500.000000,0.582186,-0.440885,0.468419,0.497256,-9.317743,1.120927,-9.472180,-1.193247,0.708475,-1.470634,44.699249,5.018535,11.735719,4635492442865401900.000000,-0.639414,-0.428625,-0.580086,0.266329,-9.814610,0.255077,-1.210238,-0.639102,-0.005142,-0.217890,49.045794,-13.501388,-3.513458,4635493946103955500.000000,0.252779,-0.726333,0.284998,0.572118
1557500850285923,-10.079150,1.012927,2.874102,-1.022582,0.238323,0.307509,43.086914,9.445706,-28.716121,4635496093587603500.000000,-0.214162,-0.568357,-0.139739,0.782034,-9.405341,2.451271,1.304581,-1.429148,-0.340480,0.669998,50.062561,6.737943,17.321096,4635492442865401900.000000,0.737758,0.102380,0.660486,-0.094810,-8.724165,-3.218013,2.596840,-1.818426,-0.875689,-0.417215,46.791241,-19.266006,-11.232039,4635492228117037100.000000,0.581489,-0.444125,0.461639,0.501510,-9.553766,0.553517,-6.950483,-1.015756,0.538258,-1.448818,44.599523,5.690144,11.906636,4635492442865401900.000000,-0.638173,-0.423231,-0.585260,0.266609,-9.814753,0.582119,-1.353317,-0.571174,-0.028566,-0.225292,48.651193,-13.115298,-3.600189,4635493946103955500.000000,0.251759,-0.727108,0.282738,0.572705
1557500850294256,-10.106820,1.216575,2.917569,-1.014766,0.156029,0.306324,42.936261,9.539200,-28.522286,4635496093587603500.000000,-0.217252,-0.568090,-0.142699,0.780840,-9.759758,2.361528,1.213227,-1.513731,-0.301241,0.653424,49.980595,6.335099,17.159580,4635492442865401900.000000,0.739361,0.099490,0.659984,-0.088707,-8.924753,-3.177262,2.582700,-1.821192,-0.889721,-0.455984,46.795983,-19.038807,-11.957545,4635492228117037100.000000,0.580853,-0.447384,0.454713,0.505661,-7.553059,2.437416,-4.420806,-1.019296,0.591591,-1.385240,44.491730,6.354586,12.128969,4635492388559885300.000000,-0.636845,-0.418016,-0.590436,0.266601,-9.838880,0.778977,-1.753129,-0.604170,-0.072119,-0.251769,47.548692,-12.374856,-3.589120,4635493946103955500.000000,0.250750,-0.727838,0.280272,0.573431
1557500850302589,-9.765017,1.289819,2.892104,-0.996477,0.192973,0.303367,42.877615,9.699234,-28.262965,4635496093587603500.000000,-0.220263,-0.567948,-0.145637,0.779557,-10.094436,2.331213,1.121476,-1.578567,-0.274128,0.634680,49.910170,5.850323,16.965882,4635492442865401900.000000,0.740872,0.096355,0.659563,-0.082469,-9.106195,-3.191402,2.574094,-1.817550,-0.902854,-0.503082,46.869227,-18.789917,-12.684719,4635492228117037100.000000,0.580305,-0.450662,0.447640,0.509675,-7.033921,3.277221,-3.356503,-1.135551,0.667511,-1.301862,44.396136,6.640961,12.588556,4635492120742854700.000000,-0.635589,-0.412756,-0.595765,0.265937,-9.609954,0.865721,-1.878505,-0.579238,-0.096913,-0.319640,47.523566,-12.366099,-3.673424,4635493946103955500.000000,0.250006,-0.728557,0.277632,0.574128
1557500850310922,-9.454043,1.369749,2.645465,-0.990131,0.278407,0.292700,43.045666,9.842003,-28.165473,4635496105363462100.000000,-0.223168,-0.568072,-0.148654,0.778070,-10.405906,2.313103,1.055340,-1.624731,-0.256697,0.618248,50.035843,5.377066,16.857224,4635492442865401900.000000,0.742311,0.093034,0.659183,-0.076143,-9.270161,-3.248574,2.508051,-1.820854,-0.917032,-0.519919,46.845340,-18.382330,-13.313094,4635492228117037100.000000,0.579769,-0.453914,0.440459,0.513639,-7.350190,2.899515,-2.942175,-1.061272,0.610051,-1.175164,44.281888,6.757397,12.948474,4635492120742854700.000000,-0.634456,-0.407920,-0.600609,0.265206,-9.583087,0.094269,-1.686826,-0.442700,-0.096145,-0.359520,47.994135,-12.510935,-3.783055,4635493946103955500.000000,0.249767,-0.729175,0.275198,0.574619
1557500850319255,-9.403713,1.491978,2.304694,-1.018734,0.285066,0.272656,43.281763,9.784648,-27.962150,4635496200961785900.000000,-0.226067,-0.568167,-0.151814,0.776552,-10.647655,2.294592,0.993504,-1.654394,-0.254324,0.604878,50.110191,5.024251,16.834409,4635492442865401900.000000,0.743711,0.089580,0.658788,-0.069773,-9.283166,-3.205816,2.438147,-1.826679,-0.926376,-0.545804,46.706065,-17.864651,-13.869327,4635492167099023400.000000,0.579252,-0.457172,0.433159,0.517527,-7.856388,2.190305,-2.107900,-0.857288,0.514354,-1.011768,44.039931,7.113736,13.186186,4635492120742854700.000000,-0.633371,-0.403908,-0.604674,0.264705,-9.606948,0.531977,-1.829441,-0.376731,-0.136260,-0.391645,47.830554,-12.126404,-3.784295,4635493946103955500.000000,0.249849,-0.729660,0.272781,0.575119
1557500850327588,-9.433648,1.508368,2.183788,-1.041810,0.221019,0.246187,43.441966,9.982302,-27.704288,4635496200961785900.000000,-0.228971,-0.568005,-0.155047,0.775180,-10.774428,2.251270,0.926966,-1.667448,-0.264593,0.595957,49.999133,4.662758,16.808399,4635492442865401900.000000,0.745101,0.086055,0.658332,-0.063396,-9.234068,-3.234414,2.396256,-1.823352,-0.933076,-0.582676,46.535170,-17.308411,-14.576505,4635492120742854700.000000,0.578787,-0.460438,0.425746,0.521289,-7.375592,2.732797,-2.125881,-0.901325,0.531026,-0.932791,43.895767,7.560891,13.288088,4635492120742854700.000000,-0.632385,-0.399981,-0.608679,0.263846,-9.426203,1.043991,-1.951793,-0.365428,-0.159954,-0.424745,47.442423,-12.134020,-3.965318,4635493733803820000.000000,0.250069,-0.730110,0.270266,0.575640
1557500850335921,-9.403883,1.459538,2.175593,-1.032358,0.205640,0.223258,43.524574,10.369266,-27.542746,4635496189197400100.000000,-0.231784,-0.567776,-0.158286,0.773856,-10.803155,2.177632,0.871837,-1.664001,-0.281787,0.597750,49.928280,4.222124,16.741461,4635492442865401900.000000,0.746497,0.082536,0.657783,-0.057025,-9.277353,-3.301270,2.338824,-1.813448,-0.943442,-0.608603,46.544614,-16.885601,-15.193242,4635492120742854700.000000,0.578372,-0.463667,0.418246,0.524947,-7.647315,2.605285,-2.084102,-0.897626,0.540499,-0.780380,43.897948,7.778296,13.487624,4635492120742854700.000000,-0.631516,-0.396447,-0.612432,0.262571,-9.448252,1.363611,-2.194549,-0.382202,-0.178174,-0.445186,47.208672,-12.291046,-4.039815,4635493731355590700.000000,0.250306,-0.730550,0.267628,0.576211
1557500850344254,-9.335988,1.414721,2.208033,-0.995837,0.227633,0.213761,43.675245,10.510574,-27.455958,4635496093587603500.000000,-0.234461,-0.567636,-0.161446,0.772498,-10.759834,2.098482,0.817102,-1.646702,-0.304288,0.610742,50.054324,3.701919,16.630006,4635492442865401900.000000,0.747911,0.079098,0.657119,-0.050667,-9.265699,-3.268256,2.286392,-1.809588,-0.952763,-0.636979,46.607864,-16.519680,-15.657092,4635492120742854700.000000,0.577998,-0.466878,0.410643,0.528503,-8.393136,1.118971,-2.597769,-0.889385,0.608399,-0.528350,43.944475,7.876073,13.801259,4635492138816756700.000000,-0.630720,-0.393640,-0.615923,0.260535,-9.376130,1.982635,-2.052531,-0.402458,-0.218503,-0.452809,47.266364,-11.906718,-4.149251,4635493731355590700.000000,0.250541,-0.730917,0.264876,0.576915
1557500850352587,-9.307562,1.395827,2.292317,-0.939124,0.224371,0.204631,43.743311,10.519936,-27.338239,4635496093587603500.000000,-0.236973,-0.567524,-0.164439,0.771181,-10.667293,2.031544,0.761974,-1.615485,-0.328853,0.634413,50.172428,3.266443,16.521732,4635492442865401900.000000,0.749348,0.075814,0.656327,-0.044326,-9.166381,-3.212494,2.249772,-1.811117,-0.953565,-0.660963,46.510774,-16.082181,-16.273520,4635492120742854700.000000,0.577630,-0.470094,0.402956,0.531960,-8.718566,0.975523,-3.415914,-0.792074,0.555609,-0.307553,43.859042,8.020371,14.275201,4635492228117037100.000000,-0.630126,-0.391588,-0.618795,0.258249,-9.290829,2.134591,-1.990517,-0.374187,-0.226360,-0.456062,47.725546,-11.817761,-4.162582,4635493731355590700.000000,0.250875,-0.731233,0.262172,0.577603
1557500850360920,-9.258556,1.329271,2.286609,-0.886116,0.169322,0.189695,43.668737,10.605379,-27.089564,4635496093587603500.000000,-0.239346,-0.567269,-0.167239,0.770033,-10.526324,1.970510,0.719843,-1.576482,-0.352317,0.668764,50.090519,2.867159,16.322082,4635492387445222400.000000,0.750803,0.072737,0.655409,-0.037990,-9.049580,-3.137587,2.227020,-1.809758,-0.955967,-0.701890,46.332937,-15.611364,-17.005965,4635491998743724000.000000,0.577314,-0.473332,0.395153,0.535276,-10.805227,1.823420,-3.742992,-0.825762,0.969802,-0.215317,43.744856,8.107982,14.724716,4635492228117037100.000000,-0.628604,-0.390120,-0.622625,0.254952,-9.422568,2.003561,-2.267342,-0.296775,-0.211666,-0.401195,48.442885,-12.408037,-4.271325,4635493731355590700.000000,0.251295,-0.731438,0.259837,0.578216
1557500850369253,-9.346130,1.252934,2.541317,-0.938487,-0.030044,0.166897,43.592636,10.689494,-27.111124,4635496093587603500.000000,-0.241904,-0.566298,-0.170059,0.769330,-10.342425,1.909473,0.689127,-1.534756,-0.374197,0.713248,50.020033,2.346965,16.036587,4635492335491219500.000000,0.752274,0.069906,0.654367,-0.031635,-8.906700,-3.183901,2.207877,-1.802306,-0.957983,-0.727554,46.253853,-15.135275,-17.689863,4635491905994489900.000000,0.577027,-0.476550,0.387278,0.538474,-19.773098,8.327541,-4.748557,-0.789350,0.924310,-0.448824,43.517236,8.281040,15.053886,4635492228117037100.000000,-0.626874,-0.388081,-0.626659,0.252428,-9.448246,2.725933,-2.451557,-0.291654,-0.219939,-0.344603,48.680425,-12.716562,-4.550094,4635493731355590700.000000,0.251600,-0.731552,0.257678,0.578906
